"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene2042",18.1687560164504,-0.2796979219232,0.560097272175497,-0.499373833471485,0.617516049496982,0.990953765186586
"gene1951",3.44915279822396,0.344723678928939,0.690370688266775,0.499331279249981,0.61754602292398,0.990953765186586
"gene26000",232.76072999417,0.0758863311991363,0.15197693044551,0.499327963636854,0.617548358330966,0.990953765186586
"gene37271",82.1756270899222,0.107379512266511,0.215065551598813,0.499287363635151,0.61757695592771,0.990953765186586
"gene120",0.466147311883578,-0.816455782513946,1.63549136367089,-0.499211307775662,0.617630529278686,0.990953765186586
"gene1117",104.911236413999,-0.0969307615239776,0.194207165405753,-0.499110119451371,0.61770180896024,0.990953765186586
"gene14023",4.33480268269388,0.329710107081359,0.660643278706684,0.499074338161466,0.617727015091006,0.990953765186586
"gene27859",2.31318866877262,0.192240282379762,0.385221376307085,0.499038459969872,0.617752289936124,0.990953765186586
"gene16930",46.0498932550991,0.132083226330117,0.264682944055164,0.499024320594638,0.617762250721867,0.990953765186586
"gene16052",29.8548280226116,-0.1278976346884,0.256456033174025,-0.498711740587561,0.617982472351654,0.991000117910937
"gene19927",5.86389336839956,0.278804956071245,0.559062602066241,0.498700780629591,0.617990194581224,0.991000117910937
"gene23393",2.53094027313339,0.364326501480529,0.730564009192256,0.498692102124419,0.61799630936174,0.991000117910937
"gene39712",235.873748157595,0.0557609960501677,0.111838334223597,0.498585716939285,0.618071269358574,0.991000117910937
"gene39882",201.563470348293,-0.0669900471228339,0.134367305036349,-0.498559133151565,0.618090001165079,0.991000117910937
"gene14526",341.152651572324,0.0597800565918388,0.119948012422237,0.498383052662873,0.618214079505507,0.991099646587531
"gene12659",2.4415384255471,-0.421580228755851,0.846235953714487,-0.498182837665261,0.61835517789948,0.991099646587531
"gene13328",1113.25449027893,-0.0797154859499355,0.160116119574908,-0.497860466276426,0.618582393676051,0.991099646587531
"gene25462",3.49642856968622,-0.377761285025764,0.75877558613996,-0.497856404352056,0.618585256859158,0.991099646587531
"gene17590",2.91987476750722,0.302195182135918,0.607220468887142,0.497669623505534,0.618716921833507,0.991099646587531
"gene37812",822.498366896655,0.0659073745670744,0.132436795148211,0.497651536291838,0.61872967246608,0.991099646587531
"gene25401",2.49122915178451,-0.394679974380581,0.793139457674627,-0.497617374298496,0.618753755373233,0.991099646587531
"gene26956",20.9085407949024,0.159172798112959,0.319940434480818,0.497507601286022,0.618831143946941,0.991099646587531
"gene21572",22.8607800254062,-0.177325030037448,0.356677448816235,-0.497157952166491,0.619077670284565,0.991099646587531
"gene27042",19.7372522263622,-0.177732550936619,0.357518098220659,-0.497128821788828,0.619098211110389,0.991099646587531
"gene28244",28.9894336229934,-0.172565715843471,0.347135664008492,-0.497113185809826,0.619109236696767,0.991099646587531
"gene3165",1.97008369620708,-0.528932840553656,1.06436714199989,-0.496945856069759,0.619227233299213,0.991099646587531
"gene14410",70.1224425092721,0.106025641692643,0.213355313806892,0.496943993570307,0.619228546740849,0.991099646587531
"gene16935",4.12276507218189,0.320550536663359,0.645098480316272,0.496901707947294,0.619258367048741,0.991099646587531
"gene20496",0.925445516170025,0.419266269869893,0.843827590520012,0.496862480653801,0.619286031147713,0.991099646587531
"gene21915",29.7891727512043,0.162474417946934,0.327021049469615,0.496831681662225,0.619307751768689,0.991099646587531
"gene38745",1.49848750469217,-0.250012699056768,0.50331896713597,-0.496728149307412,0.619380769161872,0.991099646587531
"gene3659",79.475915660709,0.131155659325316,0.26410278605139,0.496608389810002,0.619465235619581,0.991099646587531
"gene25005",70.8406664575708,0.103716498277999,0.208852716870757,0.496601144730051,0.619470345740724,0.991099646587531
"gene3128",13.7728100603328,0.280236390745128,0.564344967730789,0.496569309144278,0.619492800327793,0.991099646587531
"gene24410",10.8138441161189,-0.216292307800734,0.435793799625341,-0.496318001740006,0.619670067386523,0.991099646587531
"gene11108",2.57198723535785,0.479817324823094,0.966970892783578,0.496206585331503,0.619748665297814,0.991099646587531
"gene36430",0.649798556251083,0.624428722517886,1.25849929806763,0.496169305359698,0.619774965158505,0.991099646587531
"gene41447",30.6268112679414,0.13145660757218,0.264989096606597,0.496083081362931,0.619835795370353,0.991099646587531
"gene40829",4.42454707563318,-0.311621690470936,0.628186256519603,-0.496065756352967,0.619848018314497,0.991099646587531
"gene34484",59.6040530101876,-0.119700301913289,0.241326105542686,-0.496010581383686,0.61988694543178,0.991099646587531
"gene34702",25.5434840138342,0.178899440496821,0.360687056422273,0.495996286285847,0.619897031101878,0.991099646587531
"gene31474",26.7910607697363,-0.148111808266657,0.298618858415272,-0.495989466481337,0.619901842727469,0.991099646587531
"gene20969",3.22579619683106,-0.368929588703925,0.744375750286626,-0.495622793410273,0.620160568167001,0.991099646587531
"gene12266",1.52133330416868,0.580383424817672,1.17139651260747,0.495462824561229,0.620273457322396,0.991099646587531
"gene2326",4.17931769822346,0.345600961903384,0.697618474696527,0.495401103093958,0.620317016221824,0.991099646587531
